asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
30,14,相似矩阵,基础,解答,10,(2),pb_14_基础_解答_10_(2)_question.png,pb_14_基础_解答_10_(2)_solution_1.png|pb_14_基础_解答_10_(2)_solution_2.png,2
31,14,相似矩阵,综合,选择,01,,pb_14_综合_选择_01_question.png,pb_14_综合_选择_01_solution.png,1
32,14,相似矩阵,综合,选择,02,,pb_14_综合_选择_02_question.png,pb_14_综合_选择_02_solution.png,1
33,14,相似矩阵,综合,选择,03,,pb_14_综合_选择_03_question.png,pb_14_综合_选择_03_solution_1.png|pb_14_综合_选择_03_solution_2.png,2
34,14,相似矩阵,综合,选择,04,,pb_14_综合_选择_04_question.png,pb_14_综合_选择_04_solution.png,1
35,14,相似矩阵,综合,选择,05,,pb_14_综合_选择_05_question.png,pb_14_综合_选择_05_solution.png,1
36,14,相似矩阵,综合,选择,06,,pb_14_综合_选择_06_question.png,pb_14_综合_选择_06_solution_1.png|pb_14_综合_选择_06_solution_2.png,2
37,14,相似矩阵,综合,选择,07,,pb_14_综合_选择_07_question.png,pb_14_综合_选择_07_solution.png,1
38,14,相似矩阵,综合,选择,08,,pb_14_综合_选择_08_question.png,pb_14_综合_选择_08_solution.png,1
39,14,相似矩阵,综合,选择,09,,pb_14_综合_选择_09_question.png,pb_14_综合_选择_09_solution.png,1
40,14,相似矩阵,综合,选择,10,,pb_14_综合_选择_10_question.png,pb_14_综合_选择_10_solution_1.png|pb_14_综合_选择_10_solution_2.png,2
41,14,相似矩阵,综合,填空,01,,pb_14_综合_填空_01_question.png,pb_14_综合_填空_01_solution.png,1
42,14,相似矩阵,综合,填空,02,,pb_14_综合_填空_02_question.png,pb_14_综合_填空_02_solution.png,1
43,14,相似矩阵,综合,填空,03,,pb_14_综合_填空_03_question.png,pb_14_综合_填空_03_solution.png,1
44,14,相似矩阵,综合,解答,01,(1),pb_14_综合_解答_01_(1)_question.png,pb_14_综合_解答_01_(1)_solution_1.png|pb_14_综合_解答_01_(1)_solution_2.png,2
45,14,相似矩阵,综合,解答,01,(2),pb_14_综合_解答_01_(2)_question.png,pb_14_综合_解答_01_(2)_solution_1.png|pb_14_综合_解答_01_(2)_solution_2.png,2
46,14,相似矩阵,综合,解答,02,(1),pb_14_综合_解答_02_(1)_question.png,pb_14_综合_解答_02_(1)_solution_1.png|pb_14_综合_解答_02_(1)_solution_2.png,2
47,14,相似矩阵,综合,解答,02,(2),pb_14_综合_解答_02_(2)_question.png,pb_14_综合_解答_02_(2)_solution_1.png|pb_14_综合_解答_02_(2)_solution_2.png,2
48,14,相似矩阵,综合,解答,03,(1),pb_14_综合_解答_03_(1)_question.png,pb_14_综合_解答_03_(1)_solution.png,1
49,14,相似矩阵,综合,解答,03,(2),pb_14_综合_解答_03_(2)_question.png,pb_14_综合_解答_03_(2)_solution.png,1
50,14,相似矩阵,综合,解答,04,(1),pb_14_综合_解答_04_(1)_question.png,pb_14_综合_解答_04_(1)_solution_1.png|pb_14_综合_解答_04_(1)_solution_2.png,2
51,14,相似矩阵,综合,解答,04,(2),pb_14_综合_解答_04_(2)_question.png,pb_14_综合_解答_04_(2)_solution_1.png|pb_14_综合_解答_04_(2)_solution_2.png,2
52,14,相似矩阵,综合,解答,05,(1),pb_14_综合_解答_05_(1)_question.png,pb_14_综合_解答_05_(1)_solution.png,1
53,14,相似矩阵,综合,解答,05,(2),pb_14_综合_解答_05_(2)_question.png,pb_14_综合_解答_05_(2)_solution.png,1
54,14,相似矩阵,综合,解答,06,(1),pb_14_综合_解答_06_(1)_question.png,pb_14_综合_解答_06_(1)_solution_1.png|pb_14_综合_解答_06_(1)_solution_2.png,2
55,14,相似矩阵,综合,解答,06,(2),pb_14_综合_解答_06_(2)_question.png,pb_14_综合_解答_06_(2)_solution_1.png|pb_14_综合_解答_06_(2)_solution_2.png,2
56,14,相似矩阵,综合,解答,07,(1),pb_14_综合_解答_07_(1)_question.png,pb_14_综合_解答_07_(1)_solution_1.png|pb_14_综合_解答_07_(1)_solution_2.png,2
57,14,相似矩阵,综合,解答,07,(2),pb_14_综合_解答_07_(2)_question.png,pb_14_综合_解答_07_(2)_solution_1.png|pb_14_综合_解答_07_(2)_solution_2.png,2
58,14,相似矩阵,综合,解答,08,(1),pb_14_综合_解答_08_(1)_question.png,pb_14_综合_解答_08_(1)_solution.png,1
59,14,相似矩阵,综合,解答,08,(2),pb_14_综合_解答_08_(2)_question.png,pb_14_综合_解答_08_(2)_solution.png,1
60,14,相似矩阵,综合,解答,09,(1),pb_14_综合_解答_09_(1)_question.png,pb_14_综合_解答_09_(1)_solution_1.png|pb_14_综合_解答_09_(1)_solution_2.png,2
61,14,相似矩阵,综合,解答,09,(2),pb_14_综合_解答_09_(2)_question.png,pb_14_综合_解答_09_(2)_solution_1.png|pb_14_综合_解答_09_(2)_solution_2.png,2
62,14,相似矩阵,综合,解答,10,(1),pb_14_综合_解答_10_(1)_question.png,pb_14_综合_解答_10_(1)_solution.png,1
63,14,相似矩阵,综合,解答,10,(2),pb_14_综合_解答_10_(2)_question.png,pb_14_综合_解答_10_(2)_solution.png,1
64,14,相似矩阵,综合,解答,11,(1),pb_14_综合_解答_11_(1)_question.png,pb_14_综合_解答_11_(1)_solution_1.png|pb_14_综合_解答_11_(1)_solution_2.png,2
65,14,相似矩阵,综合,解答,11,(2),pb_14_综合_解答_11_(2)_question.png,pb_14_综合_解答_11_(2)_solution_1.png|pb_14_综合_解答_11_(2)_solution_2.png,2
66,14,相似矩阵,综合,解答,12,(1),pb_14_综合_解答_12_(1)_question.png,pb_14_综合_解答_12_(1)_solution_1.png|pb_14_综合_解答_12_(1)_solution_2.png|pb_14_综合_解答_12_(1)_solution_3.png,3
67,14,相似矩阵,综合,解答,12,(2),pb_14_综合_解答_12_(2)_question.png,pb_14_综合_解答_12_(2)_solution_1.png|pb_14_综合_解答_12_(2)_solution_2.png|pb_14_综合_解答_12_(2)_solution_3.png,3
68,14,相似矩阵,综合,解答,13,(1),pb_14_综合_解答_13_(1)_question.png,pb_14_综合_解答_13_(1)_solution.png,1
69,14,相似矩阵,综合,解答,13,(2),pb_14_综合_解答_13_(2)_question.png,pb_14_综合_解答_13_(2)_solution.png,1
70,14,相似矩阵,综合,解答,14,(1),pb_14_综合_解答_14_(1)_question.png,pb_14_综合_解答_14_(1)_solution_1.png|pb_14_综合_解答_14_(1)_solution_2.png,2
71,14,相似矩阵,综合,解答,14,(2),pb_14_综合_解答_14_(2)_question.png,pb_14_综合_解答_14_(2)_solution_1.png|pb_14_综合_解答_14_(2)_solution_2.png,2
72,14,相似矩阵,综合,解答,14,(3),pb_14_综合_解答_14_(3)_question.png,pb_14_综合_解答_14_(3)_solution_1.png|pb_14_综合_解答_14_(3)_solution_2.png,2
73,14,相似矩阵,综合,解答,15,(1),pb_14_综合_解答_15_(1)_question.png,pb_14_综合_解答_15_(1)_solution_1.png|pb_14_综合_解答_15_(1)_solution_2.png,2
74,14,相似矩阵,综合,解答,15,(2),pb_14_综合_解答_15_(2)_question.png,pb_14_综合_解答_15_(2)_solution_1.png|pb_14_综合_解答_15_(2)_solution_2.png,2
75,14,相似矩阵,综合,解答,16,(1),pb_14_综合_解答_16_(1)_question.png,pb_14_综合_解答_16_(1)_solution_1.png|pb_14_综合_解答_16_(1)_solution_2.png,2
76,14,相似矩阵,综合,解答,16,(2),pb_14_综合_解答_16_(2)_question.png,pb_14_综合_解答_16_(2)_solution_1.png|pb_14_综合_解答_16_(2)_solution_2.png,2
77,14,相似矩阵,综合,解答,16,(3),pb_14_综合_解答_16_(3)_question.png,pb_14_综合_解答_16_(3)_solution_1.png|pb_14_综合_解答_16_(3)_solution_2.png,2
78,14,相似矩阵,综合,解答,17,(1),pb_14_综合_解答_17_(1)_question.png,pb_14_综合_解答_17_(1)_solution.png,1
79,14,相似矩阵,综合,解答,17,(2),pb_14_综合_解答_17_(2)_question.png,pb_14_综合_解答_17_(2)_solution.png,1
80,14,相似矩阵,拓展,解答,01,(1),pb_14_拓展_解答_01_(1)_question.png,pb_14_拓展_解答_01_(1)_solution_1.png|pb_14_拓展_解答_01_(1)_solution_2.png,2
81,14,相似矩阵,拓展,解答,01,(2),pb_14_拓展_解答_01_(2)_question.png,pb_14_拓展_解答_01_(2)_solution_1.png|pb_14_拓展_解答_01_(2)_solution_2.png,2
82,14,相似矩阵,拓展,解答,02,,pb_14_拓展_解答_02_question.png,pb_14_拓展_解答_02_solution.png,1
