asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
039,15,二次型,综合,填空,03,,pb_15_综合_填空_03_question.png,pb_15_综合_填空_03_solution.png,1
040,15,二次型,综合,解答,01,(1),pb_15_综合_解答_01_(1)_question.png,pb_15_综合_解答_01_(1)_solution.png,1
041,15,二次型,综合,解答,01,(2),pb_15_综合_解答_01_(2)_question.png,pb_15_综合_解答_01_(2)_solution_1.png|pb_15_综合_解答_01_(2)_solution_2.png,2
042,15,二次型,综合,解答,02,(1),pb_15_综合_解答_02_(1)_question.png,pb_15_综合_解答_02_(1)_solution.png,1
043,15,二次型,综合,解答,02,(2),pb_15_综合_解答_02_(2)_question.png,pb_15_综合_解答_02_(2)_solution.png,1
044,15,二次型,综合,解答,03,(1),pb_15_综合_解答_03_(1)_question.png,pb_15_综合_解答_03_(1)_solution_1.png|pb_15_综合_解答_03_(1)_solution_2.png,2
045,15,二次型,综合,解答,03,(2),pb_15_综合_解答_03_(2)_question.png,pb_15_综合_解答_03_(2)_solution.png,1
046,15,二次型,综合,解答,04,(1),pb_15_综合_解答_04_(1)_question.png,pb_15_综合_解答_04_(1)_solution_1.png|pb_15_综合_解答_04_(1)_solution_2.png,2
047,15,二次型,综合,解答,04,(2),pb_15_综合_解答_04_(2)_question.png,pb_15_综合_解答_04_(2)_solution.png,1
048,15,二次型,综合,解答,05,(1),pb_15_综合_解答_05_(1)_question.png,pb_15_综合_解答_05_(1)_solution_1.png|pb_15_综合_解答_05_(1)_solution_2.png,2
049,15,二次型,综合,解答,05,(2),pb_15_综合_解答_05_(2)_question.png,pb_15_综合_解答_05_(2)_solution.png,1
050,15,二次型,综合,解答,06,(1),pb_15_综合_解答_06_(1)_question.png,pb_15_综合_解答_06_(1)_solution_1.png|pb_15_综合_解答_06_(1)_solution_2.png,2
051,15,二次型,综合,解答,06,(2),pb_15_综合_解答_06_(2)_question.png,pb_15_综合_解答_06_(2)_solution.png,1
052,15,二次型,综合,解答,07,(1),pb_15_综合_解答_07_(1)_question.png,pb_15_综合_解答_07_(1)_solution.png,1
053,15,二次型,综合,解答,07,(2),pb_15_综合_解答_07_(2)_question.png,pb_15_综合_解答_07_(2)_solution.png,1
054,15,二次型,综合,解答,07,(3),pb_15_综合_解答_07_(3)_question.png,pb_15_综合_解答_07_(3)_solution.png,1
055,15,二次型,综合,解答,08,(1),pb_15_综合_解答_08_(1)_question.png,pb_15_综合_解答_08_(1)_solution.png,1
056,15,二次型,综合,解答,08,(2),pb_15_综合_解答_08_(2)_question.png,pb_15_综合_解答_08_(2)_solution_1.png|pb_15_综合_解答_08_(2)_solution_2.png,2
057,15,二次型,综合,解答,09,(1),pb_15_综合_解答_09_(1)_question.png,pb_15_综合_解答_09_(1)_solution_1.png|pb_15_综合_解答_09_(1)_solution_2.png,2
058,15,二次型,综合,解答,09,(2),pb_15_综合_解答_09_(2)_question.png,pb_15_综合_解答_09_(2)_solution.png,1
059,15,二次型,综合,解答,10,(1),pb_15_综合_解答_10_(1)_question.png,pb_15_综合_解答_10_(1)_solution_1.png|pb_15_综合_解答_10_(1)_solution_2.png,2
060,15,二次型,综合,解答,10,(2),pb_15_综合_解答_10_(2)_question.png,pb_15_综合_解答_10_(2)_solution.png,1
061,15,二次型,综合,解答,11,(1),pb_15_综合_解答_11_(1)_question.png,pb_15_综合_解答_11_(1)_solution.png,1
062,15,二次型,综合,解答,11,(2),pb_15_综合_解答_11_(2)_question.png,pb_15_综合_解答_11_(2)_solution_1.png|pb_15_综合_解答_11_(2)_solution_2.png,2
063,15,二次型,综合,解答,12,(1),pb_15_综合_解答_12_(1)_question.png,pb_15_综合_解答_12_(1)_solution.png,1
064,15,二次型,综合,解答,12,(2),pb_15_综合_解答_12_(2)_question.png,pb_15_综合_解答_12_(2)_solution_1.png|pb_15_综合_解答_12_(2)_solution_2.png,2
065,15,二次型,拓展,选择,01,,pb_15_拓展_选择_01_question.png,pb_15_拓展_选择_01_solution.png,1
066,15,二次型,拓展,解答,01,(1),pb_15_拓展_解答_01_(1)_question.png,pb_15_拓展_解答_01_(1)_solution_1.png|pb_15_拓展_解答_01_(1)_solution_2.png,2
067,15,二次型,拓展,解答,01,(2),pb_15_拓展_解答_01_(2)_question.png,pb_15_拓展_解答_01_(2)_solution.png,1
068,15,二次型,拓展,解答,02,(1),pb_15_拓展_解答_02_(1)_question.png,pb_15_拓展_解答_02_(1)_solution.png,1
069,15,二次型,拓展,解答,02,(2),pb_15_拓展_解答_02_(2)_question.png,pb_15_拓展_解答_02_(2)_solution.png,1
070,15,二次型,拓展,解答,03,(1),pb_15_拓展_解答_03_(1)_question.png,pb_15_拓展_解答_03_(1)_solution_1.png|pb_15_拓展_解答_03_(1)_solution_2.png,2
071,15,二次型,拓展,解答,03,(2),pb_15_拓展_解答_03_(2)_question.png,pb_15_拓展_解答_03_(2)_solution.png,1
072,15,二次型,拓展,解答,04,(1),pb_15_拓展_解答_04_(1)_question.png,pb_15_拓展_解答_04_(1)_solution.png,1
073,15,二次型,拓展,解答,04,(2),pb_15_拓展_解答_04_(2)_question.png,pb_15_拓展_解答_04_(2)_solution_1.png|pb_15_拓展_解答_04_(2)_solution_2.png,2
074,15,二次型,拓展,解答,04,(3),pb_15_拓展_解答_04_(3)_question.png,pb_15_拓展_解答_04_(3)_solution.png,1
075,15,二次型,拓展,解答,05,(1),pb_15_拓展_解答_05_(1)_question.png,pb_15_拓展_解答_05_(1)_solution_1.png|pb_15_拓展_解答_05_(1)_solution_2.png,2
076,15,二次型,拓展,解答,05,(2),pb_15_拓展_解答_05_(2)_question.png,pb_15_拓展_解答_05_(2)_solution.png,1
