asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
050,09,曲线积分与曲面积分,综合,解答,07,,pb_09_综合_解答_07_question.png,pb_09_综合_解答_07_solution.png,1
051,09,曲线积分与曲面积分,综合,解答,08,,pb_09_综合_解答_08_question.png,pb_09_综合_解答_08_solution_1.png;pb_09_综合_解答_08_solution_2.png,2
052,09,曲线积分与曲面积分,综合,解答,09,(1),pb_09_综合_解答_09_(1)_question.png,pb_09_综合_解答_09_(1)_solution.png,1
053,09,曲线积分与曲面积分,综合,解答,09,(2),pb_09_综合_解答_09_(2)_question.png,pb_09_综合_解答_09_(2)_solution_1.png;pb_09_综合_解答_09_(2)_solution_2.png,2
054,09,曲线积分与曲面积分,综合,解答,10,,pb_09_综合_解答_10_question.png,pb_09_综合_解答_10_solution.png,1
055,09,曲线积分与曲面积分,综合,解答,11,,pb_09_综合_解答_11_question.png,pb_09_综合_解答_11_solution_1.png;pb_09_综合_解答_11_solution_2.png,2
056,09,曲线积分与曲面积分,综合,解答,12,(1),pb_09_综合_解答_12_(1)_question.png,pb_09_综合_解答_12_(1)_solution.png,1
057,09,曲线积分与曲面积分,综合,解答,12,(2),pb_09_综合_解答_12_(2)_question.png,pb_09_综合_解答_12_(2)_solution.png,1
058,09,曲线积分与曲面积分,综合,解答,13,,pb_09_综合_解答_13_question.png,pb_09_综合_解答_13_solution_1.png;pb_09_综合_解答_13_solution_2.png,2
059,09,曲线积分与曲面积分,综合,解答,14,(1),pb_09_综合_解答_14_(1)_question.png,pb_09_综合_解答_14_(1)_solution.png,1
060,09,曲线积分与曲面积分,综合,解答,14,(2),pb_09_综合_解答_14_(2)_question.png,pb_09_综合_解答_14_(2)_solution.png,1
061,09,曲线积分与曲面积分,综合,解答,15,,pb_09_综合_解答_15_question.png,pb_09_综合_解答_15_solution.png,1
062,09,曲线积分与曲面积分,综合,解答,16,(1),pb_09_综合_解答_16_(1)_question.png,pb_09_综合_解答_16_(1)_solution.png,1
063,09,曲线积分与曲面积分,综合,解答,16,(2),pb_09_综合_解答_16_(2)_question.png,pb_09_综合_解答_16_(2)_solution.png,1
064,09,曲线积分与曲面积分,综合,解答,17,(1),pb_09_综合_解答_17_(1)_question.png,pb_09_综合_解答_17_(1)_solution_1.png;pb_09_综合_解答_17_(1)_solution_2.png,2
065,09,曲线积分与曲面积分,综合,解答,17,(2),pb_09_综合_解答_17_(2)_question.png,pb_09_综合_解答_17_(2)_solution_1.png;pb_09_综合_解答_17_(2)_solution_2.png,2
066,09,曲线积分与曲面积分,综合,解答,18,,pb_09_综合_解答_18_question.png,pb_09_综合_解答_18_solution.png,1
067,09,曲线积分与曲面积分,综合,解答,19,,pb_09_综合_解答_19_question.png,pb_09_综合_解答_19_solution_1.png;pb_09_综合_解答_19_solution_2.png,2
068,09,曲线积分与曲面积分,综合,解答,20,,pb_09_综合_解答_20_question.png,pb_09_综合_解答_20_solution_1.png;pb_09_综合_解答_20_solution_2.png,2
069,09,曲线积分与曲面积分,综合,解答,21,,pb_09_综合_解答_21_question.png,pb_09_综合_解答_21_solution_1.png;pb_09_综合_解答_21_solution_2.png,2
070,09,曲线积分与曲面积分,综合,解答,22,,pb_09_综合_解答_22_question.png,pb_09_综合_解答_22_solution.png,1
071,09,曲线积分与曲面积分,综合,解答,23,,pb_09_综合_解答_23_question.png,pb_09_综合_解答_23_solution_1.png;pb_09_综合_解答_23_solution_2.png,2
072,09,曲线积分与曲面积分,综合,解答,24,,pb_09_综合_解答_24_question.png,pb_09_综合_解答_24_solution.png,1
073,09,曲线积分与曲面积分,综合,解答,25,(1),pb_09_综合_解答_25_(1)_question.png,pb_09_综合_解答_25_(1)_solution_1.png;pb_09_综合_解答_25_(1)_solution_2.png,2
074,09,曲线积分与曲面积分,综合,解答,25,(2),pb_09_综合_解答_25_(2)_question.png,pb_09_综合_解答_25_(2)_solution.png,1
075,09,曲线积分与曲面积分,拓展,解答,01,,pb_09_拓展_解答_01_question.png,pb_09_拓展_解答_01_solution.png,1
076,09,曲线积分与曲面积分,拓展,解答,02,(1),pb_09_拓展_解答_02_(1)_question.png,pb_09_拓展_解答_02_(1)_solution_1.png;pb_09_拓展_解答_02_(1)_solution_2.png,2
077,09,曲线积分与曲面积分,拓展,解答,02,(2),pb_09_拓展_解答_02_(2)_question.png,pb_09_拓展_解答_02_(2)_solution.png,1
