asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
0114,02,一元函数微分学及其应用,综合,解答,13,,pb_02_综合_解答_13_question.png,pb_02_综合_解答_13_solution_1.png;pb_02_综合_解答_13_solution_2.png,2
0115,02,一元函数微分学及其应用,综合,解答,14,,pb_02_综合_解答_14_question.png,pb_02_综合_解答_14_solution.png,1
0116,02,一元函数微分学及其应用,综合,解答,15,,pb_02_综合_解答_15_question.png,pb_02_综合_解答_15_solution_1.png;pb_02_综合_解答_15_solution_2.png,2
0117,02,一元函数微分学及其应用,综合,解答,16,(1),pb_02_综合_解答_16_(1)_question.png,pb_02_综合_解答_16_(1)_solution.png,1
0118,02,一元函数微分学及其应用,综合,解答,16,(2),pb_02_综合_解答_16_(2)_question.png,pb_02_综合_解答_16_(2)_solution.png,1
0119,02,一元函数微分学及其应用,拓展,解答,01,,pb_02_拓展_解答_01_question.png,pb_02_拓展_解答_01_solution_1.png;pb_02_拓展_解答_01_solution_2.png,2
0120,02,一元函数微分学及其应用,拓展,解答,02,(1),pb_02_拓展_解答_02_(1)_question.png,pb_02_拓展_解答_02_(1)_solution.png,1
0121,02,一元函数微分学及其应用,拓展,解答,02,(2),pb_02_拓展_解答_02_(2)_question.png,pb_02_拓展_解答_02_(2)_solution.png,1
0122,02,一元函数微分学及其应用,拓展,解答,03,(1),pb_02_拓展_解答_03_(1)_question.png,pb_02_拓展_解答_03_(1)_solution_1.png;pb_02_拓展_解答_03_(1)_solution_2.png,2
0123,02,一元函数微分学及其应用,拓展,解答,03,(2),pb_02_拓展_解答_03_(2)_question.png,pb_02_拓展_解答_03_(2)_solution.png,1
