asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
042,19,随机变量的数字特征,综合,解答,01,(2),pb_19_综合_解答_01_(2)_question.png,pb_19_综合_解答_01_(2)_solution_1.png;pb_19_综合_解答_01_(2)_solution_2.png,2
043,19,随机变量的数字特征,综合,解答,02,(1),pb_19_综合_解答_02_(1)_question.png,pb_19_综合_解答_02_(1)_solution.png,1
044,19,随机变量的数字特征,综合,解答,02,(2),pb_19_综合_解答_02_(2)_question.png,pb_19_综合_解答_02_(2)_solution.png,1
045,19,随机变量的数字特征,综合,解答,03,(1),pb_19_综合_解答_03_(1)_question.png,pb_19_综合_解答_03_(1)_solution.png,1
046,19,随机变量的数字特征,综合,解答,03,(2),pb_19_综合_解答_03_(2)_question.png,pb_19_综合_解答_03_(2)_solution.png,1
047,19,随机变量的数字特征,综合,解答,04,,pb_19_综合_解答_04_question.png,pb_19_综合_解答_04_solution.png,1
048,19,随机变量的数字特征,综合,解答,05,(1),pb_19_综合_解答_05_(1)_question.png,pb_19_综合_解答_05_(1)_solution_1.png;pb_19_综合_解答_05_(1)_solution_2.png,2
049,19,随机变量的数字特征,综合,解答,05,(2),pb_19_综合_解答_05_(2)_question.png,pb_19_综合_解答_05_(2)_solution.png,1
050,19,随机变量的数字特征,综合,解答,06,(1),pb_19_综合_解答_06_(1)_question.png,pb_19_综合_解答_06_(1)_solution.png,1
051,19,随机变量的数字特征,综合,解答,06,(2),pb_19_综合_解答_06_(2)_question.png,pb_19_综合_解答_06_(2)_solution.png,1
052,19,随机变量的数字特征,综合,解答,07,,pb_19_综合_解答_07_question.png,pb_19_综合_解答_07_solution.png,1
053,19,随机变量的数字特征,综合,解答,08,(1),pb_19_综合_解答_08_(1)_question.png,pb_19_综合_解答_08_(1)_solution.png,1
054,19,随机变量的数字特征,综合,解答,08,(2),pb_19_综合_解答_08_(2)_question.png,pb_19_综合_解答_08_(2)_solution_1.png;pb_19_综合_解答_08_(2)_solution_2.png,2
055,19,随机变量的数字特征,综合,解答,08,(3),pb_19_综合_解答_08_(3)_question.png,pb_19_综合_解答_08_(3)_solution.png,1
056,19,随机变量的数字特征,综合,解答,09,(1),pb_19_综合_解答_09_(1)_question.png,pb_19_综合_解答_09_(1)_solution.png,1
057,19,随机变量的数字特征,综合,解答,09,(2),pb_19_综合_解答_09_(2)_question.png,pb_19_综合_解答_09_(2)_solution_1.png;pb_19_综合_解答_09_(2)_solution_2.png,2
058,19,随机变量的数字特征,综合,解答,09,(3),pb_19_综合_解答_09_(3)_question.png,pb_19_综合_解答_09_(3)_solution.png,1
059,19,随机变量的数字特征,拓展,解答,01,(1),pb_19_拓展_解答_01_(1)_question.png,pb_19_拓展_解答_01_(1)_solution.png,1
060,19,随机变量的数字特征,拓展,解答,01,(2),pb_19_拓展_解答_01_(2)_question.png,pb_19_拓展_解答_01_(2)_solution.png,1
061,19,随机变量的数字特征,拓展,解答,02,(1),pb_19_拓展_解答_02_(1)_question.png,pb_19_拓展_解答_02_(1)_solution_1.png;pb_19_拓展_解答_02_(1)_solution_2.png,2
062,19,随机变量的数字特征,拓展,解答,02,(2),pb_19_拓展_解答_02_(2)_question.png,pb_19_拓展_解答_02_(2)_solution.png,1
