asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
61,06,重积分及其应用,综合,解答,08,,pb_06_综合_解答_08_question.png,pb_06_综合_解答_08_solution_1.png;pb_06_综合_解答_08_solution_2.png,2
62,06,重积分及其应用,综合,解答,09,,pb_06_综合_解答_09_question.png,pb_06_综合_解答_09_solution.png,1
63,06,重积分及其应用,综合,解答,10,,pb_06_综合_解答_10_question.png,pb_06_综合_解答_10_solution.png,1
64,06,重积分及其应用,综合,解答,11,,pb_06_综合_解答_11_question.png,pb_06_综合_解答_11_solution_1.png;pb_06_综合_解答_11_solution_2.png,2
65,06,重积分及其应用,综合,解答,12,,pb_06_综合_解答_12_question.png,pb_06_综合_解答_12_solution.png,1
66,06,重积分及其应用,综合,解答,13,,pb_06_综合_解答_13_question.png,pb_06_综合_解答_13_solution_1.png;pb_06_综合_解答_13_solution_2.png,2
67,06,重积分及其应用,综合,解答,14,,pb_06_综合_解答_14_question.png,pb_06_综合_解答_14_solution.png,1
68,06,重积分及其应用,综合,解答,15,,pb_06_综合_解答_15_question.png,pb_06_综合_解答_15_solution.png,1
69,06,重积分及其应用,综合,解答,16,,pb_06_综合_解答_16_question.png,pb_06_综合_解答_16_solution.png,1
70,06,重积分及其应用,综合,解答,17,,pb_06_综合_解答_17_question.png,pb_06_综合_解答_17_solution.png,1
71,06,重积分及其应用,综合,解答,18,,pb_06_综合_解答_18_question.png,pb_06_综合_解答_18_solution.png,1
72,06,重积分及其应用,综合,解答,19,,pb_06_综合_解答_19_question.png,pb_06_综合_解答_19_solution.png,1
73,06,重积分及其应用,综合,解答,20,,pb_06_综合_解答_20_question.png,pb_06_综合_解答_20_solution_1.png;pb_06_综合_解答_20_solution_2.png,2
74,06,重积分及其应用,综合,解答,21,,pb_06_综合_解答_21_question.png,pb_06_综合_解答_21_solution.png,1
75,06,重积分及其应用,综合,解答,22,,pb_06_综合_解答_22_question.png,pb_06_综合_解答_22_solution.png,1
76,06,重积分及其应用,综合,解答,23,,pb_06_综合_解答_23_question.png,pb_06_综合_解答_23_solution_1.png;pb_06_综合_解答_23_solution_2.png,2
77,06,重积分及其应用,综合,解答,24,,pb_06_综合_解答_24_question.png,pb_06_综合_解答_24_solution.png,1
78,06,重积分及其应用,综合,解答,25,,pb_06_综合_解答_25_question.png,pb_06_综合_解答_25_solution.png,1
79,06,重积分及其应用,综合,解答,26,,pb_06_综合_解答_26_question.png,pb_06_综合_解答_26_solution.png,1
80,06,重积分及其应用,拓展,解答,01,(1),pb_06_拓展_解答_01_(1)_question.png,pb_06_拓展_解答_01_(1)_solution.png,1
81,06,重积分及其应用,拓展,解答,01,(2),pb_06_拓展_解答_01_(2)_question.png,pb_06_拓展_解答_01_(2)_solution.png,1
82,06,重积分及其应用,拓展,解答,02,,pb_06_拓展_解答_02_question.png,pb_06_拓展_解答_02_solution_1.png;pb_06_拓展_解答_02_solution_2.png,2
83,06,重积分及其应用,拓展,解答,03,(1),pb_06_拓展_解答_03_(1)_question.png,pb_06_拓展_解答_03_(1)_solution_1.png;pb_06_拓展_解答_03_(1)_solution_2.png,2
84,06,重积分及其应用,拓展,解答,03,(2),pb_06_拓展_解答_03_(2)_question.png,pb_06_拓展_解答_03_(2)_solution.png,1
