asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
017,22,参数估计,基础,解答,09,,pb_22_基础_解答_09_question.png,pb_22_基础_解答_09_solution.png,1
018,22,参数估计,基础,解答,10,,pb_22_基础_解答_10_question.png,pb_22_基础_解答_10_solution.png,1
019,22,参数估计,基础,解答,11,,pb_22_基础_解答_11_question.png,pb_22_基础_解答_11_solution.png,1
020,22,参数估计,基础,解答,12,(1),pb_22_基础_解答_12_(1)_question.png,pb_22_基础_解答_12_(1)_solution.png,1
021,22,参数估计,基础,解答,12,(2),pb_22_基础_解答_12_(2)_question.png,pb_22_基础_解答_12_(2)_solution.png,1
022,22,参数估计,基础,解答,13,(1),pb_22_基础_解答_13_(1)_question.png,pb_22_基础_解答_13_(1)_solution.png,1
023,22,参数估计,基础,解答,13,(2),pb_22_基础_解答_13_(2)_question.png,pb_22_基础_解答_13_(2)_solution_1.png;pb_22_基础_解答_13_(2)_solution_2.png,2
024,22,参数估计,基础,解答,14,(1),pb_22_基础_解答_14_(1)_question.png,pb_22_基础_解答_14_(1)_solution.png,1
025,22,参数估计,基础,解答,14,(2),pb_22_基础_解答_14_(2)_question.png,pb_22_基础_解答_14_(2)_solution.png,1
026,22,参数估计,基础,解答,14,(3),pb_22_基础_解答_14_(3)_question.png,pb_22_基础_解答_14_(3)_solution_1.png;pb_22_基础_解答_14_(3)_solution_2.png,2
027,22,参数估计,基础,解答,15,,pb_22_基础_解答_15_question.png,pb_22_基础_解答_15_solution.png,1
028,22,参数估计,基础,解答,16,(1),pb_22_基础_解答_16_(1)_question.png,pb_22_基础_解答_16_(1)_solution.png,1
029,22,参数估计,基础,解答,16,(2),pb_22_基础_解答_16_(2)_question.png,pb_22_基础_解答_16_(2)_solution_1.png;pb_22_基础_解答_16_(2)_solution_2.png,2
030,22,参数估计,基础,解答,17,(1),pb_22_基础_解答_17_(1)_question.png,pb_22_基础_解答_17_(1)_solution_1.png;pb_22_基础_解答_17_(1)_solution_2.png,2
031,22,参数估计,基础,解答,17,(2),pb_22_基础_解答_17_(2)_question.png,pb_22_基础_解答_17_(2)_solution.png,1
032,22,参数估计,基础,解答,18,(1),pb_22_基础_解答_18_(1)_question.png,pb_22_基础_解答_18_(1)_solution_1.png;pb_22_基础_解答_18_(1)_solution_2.png,2
033,22,参数估计,基础,解答,18,(2),pb_22_基础_解答_18_(2)_question.png,pb_22_基础_解答_18_(2)_solution.png,1
034,22,参数估计,基础,解答,19,(1),pb_22_基础_解答_19_(1)_question.png,pb_22_基础_解答_19_(1)_solution.png,1
035,22,参数估计,基础,解答,19,(2),pb_22_基础_解答_19_(2)_question.png,pb_22_基础_解答_19_(2)_solution.png,1
036,22,参数估计,基础,解答,19,(3),pb_22_基础_解答_19_(3)_question.png,pb_22_基础_解答_19_(3)_solution_1.png;pb_22_基础_解答_19_(3)_solution_2.png,2
037,22,参数估计,基础,解答,20,(1),pb_22_基础_解答_20_(1)_question.png,pb_22_基础_解答_20_(1)_solution.png,1
038,22,参数估计,基础,解答,20,(2),pb_22_基础_解答_20_(2)_question.png,pb_22_基础_解答_20_(2)_solution.png,1
039,22,参数估计,基础,解答,20,(3),pb_22_基础_解答_20_(3)_question.png,pb_22_基础_解答_20_(3)_solution.png,1
040,22,参数估计,基础,解答,21,(1),pb_22_基础_解答_21_(1)_question.png,pb_22_基础_解答_21_(1)_solution.png,1
041,22,参数估计,基础,解答,21,(2),pb_22_基础_解答_21_(2)_question.png,pb_22_基础_解答_21_(2)_solution.png,1
042,22,参数估计,基础,解答,21,(3),pb_22_基础_解答_21_(3)_question.png,pb_22_基础_解答_21_(3)_solution.png,1
043,22,参数估计,拓展,解答,01,(1),,pb_22_拓展_解答_01_(1)_solution.png,1
044,22,参数估计,拓展,解答,01,(2),,pb_22_拓展_解答_01_(2)_solution_1.png;pb_22_拓展_解答_01_(2)_solution_2.png,2
045,22,参数估计,拓展,解答,02,(1),,pb_22_拓展_解答_02_(1)_solution.png,1
046,22,参数估计,拓展,解答,02,(2),,pb_22_拓展_解答_02_(2)_solution_1.png;pb_22_拓展_解答_02_(2)_solution_2.png,2
