asset_no,chapter_no,chapter_name,category,question_type,item_no,subpart_label,question_file,solution_file,solution_page_count
040,01,函数、极限、连续,综合,选择,09,,pb_01_综合_选择_09_question.png,pb_01_综合_选择_09_solution.png,1
041,01,函数、极限、连续,综合,选择,10,,pb_01_综合_选择_10_question.png,pb_01_综合_选择_10_solution.png,1
042,01,函数、极限、连续,综合,选择,11,,pb_01_综合_选择_11_question.png,pb_01_综合_选择_11_solution.png,1
043,01,函数、极限、连续,综合,选择,12,,pb_01_综合_选择_12_question.png,pb_01_综合_选择_12_solution.png,1
044,01,函数、极限、连续,综合,选择,13,,pb_01_综合_选择_13_question.png,pb_01_综合_选择_13_solution.png,1
045,01,函数、极限、连续,综合,选择,14,,pb_01_综合_选择_14_question.png,pb_01_综合_选择_14_solution_1.png;pb_01_综合_选择_14_solution_2.png,2
046,01,函数、极限、连续,综合,选择,15,,pb_01_综合_选择_15_question.png,pb_01_综合_选择_15_solution.png,1
047,01,函数、极限、连续,综合,选择,16,,pb_01_综合_选择_16_question.png,pb_01_综合_选择_16_solution.png,1
048,01,函数、极限、连续,综合,填空,01,,pb_01_综合_填空_01_question.png,pb_01_综合_填空_01_solution_1.png;pb_01_综合_填空_01_solution_2.png,2
049,01,函数、极限、连续,综合,填空,02,,pb_01_综合_填空_02_question.png,pb_01_综合_填空_02_solution.png,1
050,01,函数、极限、连续,综合,填空,03,,pb_01_综合_填空_03_question.png,pb_01_综合_填空_03_solution.png,1
051,01,函数、极限、连续,综合,填空,04,,pb_01_综合_填空_04_question.png,pb_01_综合_填空_04_solution.png,1
052,01,函数、极限、连续,综合,填空,05,,pb_01_综合_填空_05_question.png,pb_01_综合_填空_05_solution_1.png;pb_01_综合_填空_05_solution_2.png,2
053,01,函数、极限、连续,综合,填空,06,,pb_01_综合_填空_06_question.png,pb_01_综合_填空_06_solution.png,1
054,01,函数、极限、连续,综合,解答,01,(I),pb_01_综合_解答_01_(I)_question.png,pb_01_综合_解答_01_(I)_solution.png,1
055,01,函数、极限、连续,综合,解答,01,(II),pb_01_综合_解答_01_(II)_question.png,pb_01_综合_解答_01_(II)_solution.png,1
056,01,函数、极限、连续,综合,解答,02,(I),pb_01_综合_解答_02_(I)_question.png,pb_01_综合_解答_02_(I)_solution_1.png;pb_01_综合_解答_02_(I)_solution_2.png,2
057,01,函数、极限、连续,综合,解答,02,(II),pb_01_综合_解答_02_(II)_question.png,pb_01_综合_解答_02_(II)_solution.png,1
058,01,函数、极限、连续,综合,解答,03,(I),pb_01_综合_解答_03_(I)_question.png,pb_01_综合_解答_03_(I)_solution.png,1
059,01,函数、极限、连续,综合,解答,03,(II),pb_01_综合_解答_03_(II)_question.png,pb_01_综合_解答_03_(II)_solution.png,1
060,01,函数、极限、连续,综合,解答,04,,pb_01_综合_解答_04_question.png,pb_01_综合_解答_04_solution.png,1
061,01,函数、极限、连续,综合,解答,05,,pb_01_综合_解答_05_question.png,pb_01_综合_解答_05_solution.png,1
062,01,函数、极限、连续,综合,解答,06,,pb_01_综合_解答_06_question.png,pb_01_综合_解答_06_solution_1.png;pb_01_综合_解答_06_solution_2.png,2
063,01,函数、极限、连续,综合,解答,07,,pb_01_综合_解答_07_question.png,pb_01_综合_解答_07_solution.png,1
064,01,函数、极限、连续,综合,解答,08,,pb_01_综合_解答_08_question.png,pb_01_综合_解答_08_solution.png,1
065,01,函数、极限、连续,综合,解答,09,,pb_01_综合_解答_09_question.png,pb_01_综合_解答_09_solution_1.png;pb_01_综合_解答_09_solution_2.png,2
066,01,函数、极限、连续,综合,解答,10,,pb_01_综合_解答_10_question.png,pb_01_综合_解答_10_solution.png,1
067,01,函数、极限、连续,综合,解答,11,(I),pb_01_综合_解答_11_(I)_question.png,pb_01_综合_解答_11_(I)_solution.png,1
068,01,函数、极限、连续,综合,解答,11,(II),pb_01_综合_解答_11_(II)_question.png,pb_01_综合_解答_11_(II)_solution.png,1
069,01,函数、极限、连续,综合,解答,11,(III),pb_01_综合_解答_11_(III)_question.png,pb_01_综合_解答_11_(III)_solution.png,1
070,01,函数、极限、连续,综合,解答,12,(I),pb_01_综合_解答_12_(I)_question.png,pb_01_综合_解答_12_(I)_solution.png,1
071,01,函数、极限、连续,综合,解答,12,(II),pb_01_综合_解答_12_(II)_question.png,pb_01_综合_解答_12_(II)_solution_1.png;pb_01_综合_解答_12_(II)_solution_2.png,2
072,01,函数、极限、连续,拓展,解答,01,(I),pb_01_拓展_解答_01_(I)_question.png,pb_01_拓展_解答_01_(I)_solution.png,1
073,01,函数、极限、连续,拓展,解答,01,(II),pb_01_拓展_解答_01_(II)_question.png,pb_01_拓展_解答_01_(II)_solution.png,1
074,01,函数、极限、连续,拓展,解答,02,(I),pb_01_拓展_解答_02_(I)_question.png,pb_01_拓展_解答_02_(I)_solution_1.png;pb_01_拓展_解答_02_(I)_solution_2.png,2
075,01,函数、极限、连续,拓展,解答,02,(II),pb_01_拓展_解答_02_(II)_question.png,pb_01_拓展_解答_02_(II)_solution.png,1
